Figure Order,Figure 3
Figure Title,Period Total Fertility Often Varies More Than Completed Cohort Fertility
Source,TFR data are from the UN World Population Prospects 2024 (United Nations 2024). Completed cohort fertility data are from the Human Fertility Database (Human Fertility Database 2023).
Note,"Figure displays period total fertility rates (TFRs) and completed cohort fertility (CCF) for a select group of countries where sufficient CCF data were available. Cohorts are plotted at their date of birth plus 30 years. For example, the CCF for the 1970 birth cohort is plotted at 2000. We plot the full range of available cohort years from the HFD, which differ by country."

ISO3Alphacode,year,PeriodTFR,CCF,country_name
FIN,1980,1.63,1.847,Finland
FIN,1981,1.645,1.864,Finland
FIN,1982,1.71,1.853,Finland
FIN,1983,1.73,1.859,Finland
FIN,1984,1.692,1.882,Finland
FIN,1985,1.64,1.896,Finland
FIN,1986,1.597,1.912,Finland
FIN,1987,1.592,1.934,Finland
FIN,1988,1.685,1.946,Finland
FIN,1989,1.708,1.947,Finland
FIN,1990,1.776,1.962,Finland
FIN,1991,1.794,1.952,Finland
FIN,1992,1.84,1.941,Finland
FIN,1993,1.815,1.943,Finland
FIN,1994,1.839,1.92,Finland
FIN,1995,1.805,1.925,Finland
FIN,1996,1.772,1.901,Finland
FIN,1997,1.742,1.89,Finland
FIN,1998,1.702,1.914,Finland
FIN,1999,1.729,1.904,Finland
FIN,2000,1.726,1.887,Finland
FIN,2001,1.722,1.893,Finland
FIN,2002,1.718,1.909,Finland
FIN,2003,1.756,1.898,Finland
FIN,2004,1.795,1.892,Finland
FIN,2005,1.801,1.91,Finland
FIN,2006,1.832,1.891,Finland
FIN,2007,1.828,1.891,Finland
FIN,2008,1.843,1.872,Finland
FIN,2009,1.86,1.849,Finland
FIN,2010,1.863,,Finland
FIN,2011,1.826,,Finland
FIN,2012,1.797,,Finland
FIN,2013,1.745,,Finland
FIN,2014,1.706,,Finland
FIN,2015,1.645,,Finland
FIN,2016,1.565,,Finland
FIN,2017,1.487,,Finland
FIN,2018,1.407,,Finland
FIN,2019,1.351,,Finland
FIN,2020,1.374,,Finland
FIN,2021,1.461,,Finland
FIN,2022,1.318,,Finland
FIN,2023,1.28,,Finland
HRV,1960,2.239,,Croatia
HRV,1961,2.219,,Croatia
HRV,1962,2.192,,Croatia
HRV,1963,2.145,,Croatia
HRV,1964,2.142,,Croatia
HRV,1965,2.224,,Croatia
HRV,1966,2.227,,Croatia
HRV,1967,2.102,,Croatia
HRV,1968,2.027,,Croatia
HRV,1969,1.951,,Croatia
HRV,1970,1.882,,Croatia
HRV,1971,1.974,,Croatia
HRV,1972,2.007,,Croatia
HRV,1973,2.013,,Croatia
HRV,1974,1.983,,Croatia
HRV,1975,1.951,,Croatia
HRV,1976,1.936,,Croatia
HRV,1977,1.947,,Croatia
HRV,1978,1.955,,Croatia
HRV,1979,1.947,,Croatia
HRV,1980,1.931,,Croatia
HRV,1981,1.926,,Croatia
HRV,1982,1.91,,Croatia
HRV,1983,1.891,,Croatia
HRV,1984,1.875,,Croatia
HRV,1985,1.828,,Croatia
HRV,1986,1.773,,Croatia
HRV,1987,1.745,,Croatia
HRV,1988,1.706,,Croatia
HRV,1989,1.648,,Croatia
HRV,1990,1.628,,Croatia
HRV,1991,1.543,,Croatia
HRV,1992,1.462,,Croatia
HRV,1993,1.508,,Croatia
HRV,1994,1.52,,Croatia
HRV,1995,1.579,,Croatia
HRV,1996,1.675,,Croatia
HRV,1997,1.685,,Croatia
HRV,1998,1.499,,Croatia
HRV,1999,1.438,,Croatia
HRV,2000,1.423,,Croatia
HRV,2001,1.458,,Croatia
HRV,2002,1.428,,Croatia
HRV,2003,1.412,,Croatia
HRV,2004,1.419,,Croatia
HRV,2005,1.506,,Croatia
HRV,2006,1.469,,Croatia
HRV,2007,1.487,,Croatia
HRV,2008,1.555,,Croatia
HRV,2009,1.588,,Croatia
HRV,2010,1.551,,Croatia
HRV,2011,1.485,,Croatia
HRV,2012,1.516,,Croatia
HRV,2013,1.461,,Croatia
HRV,2014,1.461,,Croatia
HRV,2015,1.403,,Croatia
HRV,2016,1.427,,Croatia
HRV,2017,1.423,,Croatia
HRV,2018,1.472,,Croatia
HRV,2019,1.47,,Croatia
HRV,2020,1.484,,Croatia
HRV,2021,1.624,,Croatia
HRV,2022,1.53,,Croatia
HRV,2023,1.468,,Croatia
HUN,1960,2.021,,Hungary
HUN,1961,1.937,,Hungary
HUN,1962,1.801,,Hungary
HUN,1963,1.82,,Hungary
HUN,1964,1.814,,Hungary
HUN,1965,1.82,1.973,Hungary
HUN,1966,1.89,1.985,Hungary
HUN,1967,2.013,1.978,Hungary
HUN,1968,2.067,1.949,Hungary
HUN,1969,2.041,1.932,Hungary
HUN,1970,1.98,1.923,Hungary
HUN,1971,1.931,1.931,Hungary
HUN,1972,1.931,1.898,Hungary
HUN,1973,1.952,1.918,Hungary
HUN,1974,2.284,1.918,Hungary
HUN,1975,2.363,1.906,Hungary
HUN,1976,2.251,1.914,Hungary
HUN,1977,2.164,1.928,Hungary
HUN,1978,2.077,1.946,Hungary
HUN,1979,2.018,1.974,Hungary
HUN,1980,1.92,1.955,Hungary
HUN,1981,1.877,1.971,Hungary
HUN,1982,1.796,1.956,Hungary
HUN,1983,1.745,1.933,Hungary
HUN,1984,1.757,1.938,Hungary
HUN,1985,1.847,1.95,Hungary
HUN,1986,1.846,1.974,Hungary
HUN,1987,1.829,2.02,Hungary
HUN,1988,1.816,2.015,Hungary
HUN,1989,1.819,2.026,Hungary
HUN,1990,1.857,2.024,Hungary
HUN,1991,1.863,2.04,Hungary
HUN,1992,1.77,2.041,Hungary
HUN,1993,1.686,2.019,Hungary
HUN,1994,1.64,2.005,Hungary
HUN,1995,1.568,1.995,Hungary
HUN,1996,1.458,1.979,Hungary
HUN,1997,1.377,1.96,Hungary
HUN,1998,1.326,1.926,Hungary
HUN,1999,1.29,1.906,Hungary
HUN,2000,1.32,1.867,Hungary
HUN,2001,1.312,1.848,Hungary
HUN,2002,1.303,1.792,Hungary
HUN,2003,1.275,1.785,Hungary
HUN,2004,1.281,1.725,Hungary
HUN,2005,1.312,1.685,Hungary
HUN,2006,1.341,1.661,Hungary
HUN,2007,1.322,,Hungary
HUN,2008,1.346,,Hungary
HUN,2009,1.321,,Hungary
HUN,2010,1.257,,Hungary
HUN,2011,1.25,,Hungary
HUN,2012,1.334,,Hungary
HUN,2013,1.35,,Hungary
HUN,2014,1.424,,Hungary
HUN,2015,1.446,,Hungary
HUN,2016,1.514,,Hungary
HUN,2017,1.524,,Hungary
HUN,2018,1.522,,Hungary
HUN,2019,1.531,,Hungary
HUN,2020,1.576,,Hungary
HUN,2021,1.605,,Hungary
HUN,2022,1.55,,Hungary
HUN,2023,1.486,,Hungary
IRL,1960,3.755,,Ireland
IRL,1961,3.784,,Ireland
IRL,1962,3.93,,Ireland
IRL,1963,4.027,,Ireland
IRL,1964,4.079,,Ireland
IRL,1965,4.04,,Ireland
IRL,1966,3.942,,Ireland
IRL,1967,3.843,,Ireland
IRL,1968,3.77,,Ireland
IRL,1969,3.824,,Ireland
IRL,1970,3.85,,Ireland
IRL,1971,3.934,,Ireland
IRL,1972,3.849,,Ireland
IRL,1973,3.713,,Ireland
IRL,1974,3.588,,Ireland
IRL,1975,3.372,,Ireland
IRL,1976,3.287,,Ireland
IRL,1977,3.242,,Ireland
IRL,1978,3.211,,Ireland
IRL,1979,3.214,,Ireland
IRL,1980,3.205,,Ireland
IRL,1981,3.059,,Ireland
IRL,1982,2.947,,Ireland
IRL,1983,2.749,,Ireland
IRL,1984,2.586,,Ireland
IRL,1985,2.492,2.666,Ireland
IRL,1986,2.441,2.577,Ireland
IRL,1987,2.315,2.535,Ireland
IRL,1988,2.173,2.487,Ireland
IRL,1989,2.081,2.446,Ireland
IRL,1990,2.11,2.414,Ireland
IRL,1991,2.077,2.346,Ireland
IRL,1992,1.991,2.309,Ireland
IRL,1993,1.904,2.283,Ireland
IRL,1994,1.848,2.241,Ireland
IRL,1995,1.843,2.207,Ireland
IRL,1996,1.883,2.173,Ireland
IRL,1997,1.932,2.175,Ireland
IRL,1998,1.941,2.174,Ireland
IRL,1999,1.903,2.147,Ireland
IRL,2000,1.893,2.116,Ireland
IRL,2001,1.94,2.1,Ireland
IRL,2002,1.971,2.103,Ireland
IRL,2003,1.96,2.095,Ireland
IRL,2004,1.93,2.077,Ireland
IRL,2005,1.865,2.053,Ireland
IRL,2006,1.915,2.04,Ireland
IRL,2007,2.011,2.029,Ireland
IRL,2008,2.065,2.016,Ireland
IRL,2009,2.063,,Ireland
IRL,2010,2.056,,Ireland
IRL,2011,2.033,,Ireland
IRL,2012,1.99,,Ireland
IRL,2013,1.934,,Ireland
IRL,2014,1.9,,Ireland
IRL,2015,1.861,,Ireland
IRL,2016,1.816,,Ireland
IRL,2017,1.772,,Ireland
IRL,2018,1.761,,Ireland
IRL,2019,1.718,,Ireland
IRL,2020,1.653,,Ireland
IRL,2021,1.777,,Ireland
IRL,2022,1.594,,Ireland
IRL,2023,1.598,,Ireland
ISL,1960,4.259,,Iceland
ISL,1961,3.913,,Iceland
ISL,1962,3.979,,Iceland
ISL,1963,3.984,,Iceland
ISL,1964,3.87,,Iceland
ISL,1965,3.72,,Iceland
ISL,1966,3.578,,Iceland
ISL,1967,3.282,,Iceland
ISL,1968,3.063,,Iceland
ISL,1969,2.984,,Iceland
ISL,1970,2.815,,Iceland
ISL,1971,2.917,,Iceland
ISL,1972,3.085,,Iceland
ISL,1973,2.941,,Iceland
ISL,1974,2.661,,Iceland
ISL,1975,2.64,2.775,Iceland
ISL,1976,2.522,2.794,Iceland
ISL,1977,2.32,2.784,Iceland
ISL,1978,2.352,2.764,Iceland
ISL,1979,2.487,2.72,Iceland
ISL,1980,2.478,2.696,Iceland
ISL,1981,2.337,2.665,Iceland
ISL,1982,2.272,2.603,Iceland
ISL,1983,2.246,2.547,Iceland
ISL,1984,2.083,2.568,Iceland
ISL,1985,1.942,2.522,Iceland
ISL,1986,1.935,2.508,Iceland
ISL,1987,2.069,2.516,Iceland
ISL,1988,2.258,2.509,Iceland
ISL,1989,2.208,2.503,Iceland
ISL,1990,2.302,2.523,Iceland
ISL,1991,2.196,2.48,Iceland
ISL,1992,2.214,2.413,Iceland
ISL,1993,2.221,2.43,Iceland
ISL,1994,2.144,2.384,Iceland
ISL,1995,2.083,2.34,Iceland
ISL,1996,2.111,2.331,Iceland
ISL,1997,2.04,2.309,Iceland
ISL,1998,2.043,2.274,Iceland
ISL,1999,1.997,2.252,Iceland
ISL,2000,2.071,2.286,Iceland
ISL,2001,1.955,2.303,Iceland
ISL,2002,1.936,2.279,Iceland
ISL,2003,1.991,2.238,Iceland
ISL,2004,2.037,2.255,Iceland
ISL,2005,2.046,2.211,Iceland
ISL,2006,2.075,2.223,Iceland
ISL,2007,2.089,2.189,Iceland
ISL,2008,2.156,2.249,Iceland
ISL,2009,2.227,2.22,Iceland
ISL,2010,2.192,,Iceland
ISL,2011,2.023,,Iceland
ISL,2012,2.034,,Iceland
ISL,2013,1.938,,Iceland
ISL,2014,1.928,,Iceland
ISL,2015,1.809,,Iceland
ISL,2016,1.744,,Iceland
ISL,2017,1.711,,Iceland
ISL,2018,1.71,,Iceland
ISL,2019,1.744,,Iceland
ISL,2020,1.718,,Iceland
ISL,2021,1.818,,Iceland
ISL,2022,1.589,,Iceland
ISL,2023,1.54,,Iceland
ITA,1960,2.384,,Italy
ITA,1961,2.42,,Italy
ITA,1962,2.451,,Italy
ITA,1963,2.52,,Italy
ITA,1964,2.662,,Italy
ITA,1965,2.617,,Italy
ITA,1966,2.588,,Italy
ITA,1967,2.509,,Italy
ITA,1968,2.49,,Italy
ITA,1969,2.47,2.214,Italy
ITA,1970,2.396,2.19,Italy
ITA,1971,2.398,2.153,Italy
ITA,1972,2.351,2.151,Italy
ITA,1973,2.315,2.142,Italy
ITA,1974,2.292,2.091,Italy
ITA,1975,2.177,2.08,Italy
ITA,1976,2.056,2.082,Italy
ITA,1977,1.939,2.025,Italy
ITA,1978,1.841,1.967,Italy
ITA,1979,1.733,1.937,Italy
ITA,1980,1.647,1.92,Italy
ITA,1981,1.582,1.895,Italy
ITA,1982,1.561,1.878,Italy
ITA,1983,1.506,1.865,Italy
ITA,1984,1.458,1.851,Italy
ITA,1985,1.416,1.826,Italy
ITA,1986,1.351,1.798,Italy
ITA,1987,1.33,1.77,Italy
ITA,1988,1.355,1.742,Italy
ITA,1989,1.328,1.72,Italy
ITA,1990,1.331,1.695,Italy
ITA,1991,1.303,1.658,Italy
ITA,1992,1.296,1.632,Italy
ITA,1993,1.249,1.607,Italy
ITA,1994,1.208,1.575,Italy
ITA,1995,1.188,1.549,Italy
ITA,1996,1.197,1.535,Italy
ITA,1997,1.21,1.528,Italy
ITA,1998,1.21,1.508,Italy
ITA,1999,1.228,1.494,Italy
ITA,2000,1.249,1.487,Italy
ITA,2001,1.247,1.477,Italy
ITA,2002,1.264,1.466,Italy
ITA,2003,1.285,1.451,Italy
ITA,2004,1.337,1.437,Italy
ITA,2005,1.332,1.428,Italy
ITA,2006,1.364,1.43,Italy
ITA,2007,1.393,1.429,Italy
ITA,2008,1.435,1.421,Italy
ITA,2009,1.439,,Italy
ITA,2010,1.443,,Italy
ITA,2011,1.427,,Italy
ITA,2012,1.416,,Italy
ITA,2013,1.38,,Italy
ITA,2014,1.364,,Italy
ITA,2015,1.344,,Italy
ITA,2016,1.336,,Italy
ITA,2017,1.317,,Italy
ITA,2018,1.286,,Italy
ITA,2019,1.259,,Italy
ITA,2020,1.242,,Italy
ITA,2021,1.252,,Italy
ITA,2022,1.24,,Italy
ITA,2023,1.198,,Italy
JPN,1960,1.981,,Japan
JPN,1961,1.928,,Japan
JPN,1962,1.928,,Japan
JPN,1963,1.951,,Japan
JPN,1964,1.998,,Japan
JPN,1965,2.089,2.049,Japan
JPN,1966,1.632,2.044,Japan
JPN,1967,2.158,2.054,Japan
JPN,1968,2.065,2.024,Japan
JPN,1969,2.026,2.021,Japan
JPN,1970,2.035,2.061,Japan
JPN,1971,2.089,2.063,Japan
JPN,1972,2.114,2.041,Japan
JPN,1973,2.145,2.044,Japan
JPN,1974,2.065,2.029,Japan
JPN,1975,1.921,1.969,Japan
JPN,1976,1.841,1.956,Japan
JPN,1977,1.789,1.986,Japan
JPN,1978,1.786,1.993,Japan
JPN,1979,1.769,1.995,Japan
JPN,1980,1.739,1.971,Japan
JPN,1981,1.718,1.964,Japan
JPN,1982,1.738,1.985,Japan
JPN,1983,1.77,1.99,Japan
JPN,1984,1.78,1.985,Japan
JPN,1985,1.736,1.979,Japan
JPN,1986,1.698,1.948,Japan
JPN,1987,1.666,1.92,Japan
JPN,1988,1.625,1.91,Japan
JPN,1989,1.547,1.872,Japan
JPN,1990,1.509,1.827,Japan
JPN,1991,1.504,1.786,Japan
JPN,1992,1.478,1.744,Japan
JPN,1993,1.44,1.699,Japan
JPN,1994,1.468,1.689,Japan
JPN,1995,1.407,1.626,Japan
JPN,1996,1.403,1.527,Japan
JPN,1997,1.376,1.544,Japan
JPN,1998,1.371,1.538,Japan
JPN,1999,1.34,1.487,Japan
JPN,2000,1.346,1.47,Japan
JPN,2001,1.325,1.455,Japan
JPN,2002,1.308,1.445,Japan
JPN,2003,1.285,1.443,Japan
JPN,2004,1.277,1.438,Japan
JPN,2005,1.245,1.432,Japan
JPN,2006,1.285,1.439,Japan
JPN,2007,1.305,1.455,Japan
JPN,2008,1.33,1.471,Japan
JPN,2009,1.333,1.479,Japan
JPN,2010,1.357,,Japan
JPN,2011,1.363,,Japan
JPN,2012,1.376,,Japan
JPN,2013,1.389,,Japan
JPN,2014,1.388,,Japan
JPN,2015,1.415,,Japan
JPN,2016,1.408,,Japan
JPN,2017,1.39,,Japan
JPN,2018,1.373,,Japan
JPN,2019,1.323,,Japan
JPN,2020,1.304,,Japan
JPN,2021,1.275,,Japan
JPN,2022,1.256,,Japan
JPN,2023,1.208,,Japan
KOR,1960,5.994,,South Korea
KOR,1961,5.803,,South Korea
KOR,1962,5.562,,South Korea
KOR,1963,5.334,,South Korea
KOR,1964,5.068,,South Korea
KOR,1965,4.887,,South Korea
KOR,1966,4.782,,South Korea
KOR,1967,4.615,,South Korea
KOR,1968,4.51,,South Korea
KOR,1969,4.447,,South Korea
KOR,1970,4.459,,South Korea
KOR,1971,4.259,,South Korea
KOR,1972,4.02,,South Korea
KOR,1973,3.803,,South Korea
KOR,1974,3.555,,South Korea
KOR,1975,3.313,,South Korea
KOR,1976,3.119,,South Korea
KOR,1977,2.954,,South Korea
KOR,1978,2.699,,South Korea
KOR,1979,2.748,,South Korea
KOR,1980,2.734,,South Korea
KOR,1981,2.669,,South Korea
KOR,1982,2.431,,South Korea
KOR,1983,2.102,,South Korea
KOR,1984,1.832,,South Korea
KOR,1985,1.705,,South Korea
KOR,1986,1.623,,South Korea
KOR,1987,1.571,,South Korea
KOR,1988,1.558,,South Korea
KOR,1989,1.564,,South Korea
KOR,1990,1.603,,South Korea
KOR,1991,1.702,,South Korea
KOR,1992,1.738,,South Korea
KOR,1993,1.683,,South Korea
KOR,1994,1.67,,South Korea
KOR,1995,1.646,,South Korea
KOR,1996,1.599,,South Korea
KOR,1997,1.555,,South Korea
KOR,1998,1.497,,South Korea
KOR,1999,1.469,,South Korea
KOR,2000,1.467,,South Korea
KOR,2001,1.342,,South Korea
KOR,2002,1.227,,South Korea
KOR,2003,1.199,,South Korea
KOR,2004,1.164,,South Korea
KOR,2005,1.115,,South Korea
KOR,2006,1.145,,South Korea
KOR,2007,1.215,,South Korea
KOR,2008,1.19,,South Korea
KOR,2009,1.178,,South Korea
KOR,2010,1.226,,South Korea
KOR,2011,1.258,,South Korea
KOR,2012,1.274,,South Korea
KOR,2013,1.206,,South Korea
KOR,2014,1.197,,South Korea
KOR,2015,1.202,,South Korea
KOR,2016,1.14,,South Korea
KOR,2017,1.035,,South Korea
KOR,2018,0.951,,South Korea
KOR,2019,0.881,,South Korea
KOR,2020,.8120000000000001,,South Korea
KOR,2021,0.783,,South Korea
KOR,2022,0.78,,South Korea
KOR,2023,0.72,,South Korea
LTU,1960,2.622,,Lithuania
LTU,1961,2.613,,Lithuania
LTU,1962,2.471,,Lithuania
LTU,1963,2.35,,Lithuania
LTU,1964,2.304,,Lithuania
LTU,1965,2.234,,Lithuania
LTU,1966,2.265,,Lithuania
LTU,1967,2.268,,Lithuania
LTU,1968,2.309,,Lithuania
LTU,1969,2.328,,Lithuania
LTU,1970,2.396,,Lithuania
LTU,1971,2.414,,Lithuania
LTU,1972,2.346,,Lithuania
LTU,1973,2.224,,Lithuania
LTU,1974,2.206,1.991,Lithuania
LTU,1975,2.175,1.978,Lithuania
LTU,1976,2.167,1.989,Lithuania
LTU,1977,2.13,1.995,Lithuania
LTU,1978,2.081,2.035,Lithuania
LTU,1979,2.045,2.058,Lithuania
LTU,1980,1.999,2.01,Lithuania
LTU,1981,1.989,1.999,Lithuania
LTU,1982,1.984,1.971,Lithuania
LTU,1983,2.116,1.93,Lithuania
LTU,1984,2.09,1.951,Lithuania
LTU,1985,2.097,1.95,Lithuania
LTU,1986,2.131,1.954,Lithuania
LTU,1987,2.11,1.993,Lithuania
LTU,1988,2.014,1.949,Lithuania
LTU,1989,1.986,1.929,Lithuania
LTU,1990,2.031,1.911,Lithuania
LTU,1991,2.013,1.824,Lithuania
LTU,1992,1.97,1.755,Lithuania
LTU,1993,1.741,1.736,Lithuania
LTU,1994,1.577,1.722,Lithuania
LTU,1995,1.552,1.734,Lithuania
LTU,1996,1.495,1.731,Lithuania
LTU,1997,1.468,1.731,Lithuania
LTU,1998,1.458,1.754,Lithuania
LTU,1999,1.456,1.767,Lithuania
LTU,2000,1.383,1.742,Lithuania
LTU,2001,1.281,1.728,Lithuania
LTU,2002,1.231,1.698,Lithuania
LTU,2003,1.26,1.699,Lithuania
LTU,2004,1.271,1.726,Lithuania
LTU,2005,1.291,1.741,Lithuania
LTU,2006,1.322,1.771,Lithuania
LTU,2007,1.359,,Lithuania
LTU,2008,1.444,,Lithuania
LTU,2009,1.499,,Lithuania
LTU,2010,1.499,,Lithuania
LTU,2011,1.548,,Lithuania
LTU,2012,1.591,,Lithuania
LTU,2013,1.583,,Lithuania
LTU,2014,1.628,,Lithuania
LTU,2015,1.705,,Lithuania
LTU,2016,1.692,,Lithuania
LTU,2017,1.633,,Lithuania
LTU,2018,1.635,,Lithuania
LTU,2019,1.61,,Lithuania
LTU,2020,1.487,,Lithuania
LTU,2021,1.359,,Lithuania
LTU,2022,1.27,,Lithuania
LTU,2023,1.201,,Lithuania
NLD,1960,3.118,,Netherlands
NLD,1961,3.207,,Netherlands
NLD,1962,3.17,,Netherlands
NLD,1963,3.183,,Netherlands
NLD,1964,3.153,,Netherlands
NLD,1965,3.03,2.499,Netherlands
NLD,1966,2.896,2.432,Netherlands
NLD,1967,2.799,2.407,Netherlands
NLD,1968,2.707,2.317,Netherlands
NLD,1969,2.737,2.267,Netherlands
NLD,1970,2.573,2.214,Netherlands
NLD,1971,2.366,2.184,Netherlands
NLD,1972,2.152,2.124,Netherlands
NLD,1973,1.909,2.081,Netherlands
NLD,1974,1.774,2.047,Netherlands
NLD,1975,1.666,1.997,Netherlands
NLD,1976,1.629,1.947,Netherlands
NLD,1977,1.583,1.919,Netherlands
NLD,1978,1.582,1.917,Netherlands
NLD,1979,1.565,1.89,Netherlands
NLD,1980,1.596,1.9,Netherlands
NLD,1981,1.558,1.875,Netherlands
NLD,1982,1.494,1.875,Netherlands
NLD,1983,1.467,1.869,Netherlands
NLD,1984,1.488,1.876,Netherlands
NLD,1985,1.509,1.868,Netherlands
NLD,1986,1.548,1.874,Netherlands
NLD,1987,1.556,1.871,Netherlands
NLD,1988,1.545,1.867,Netherlands
NLD,1989,1.556,1.853,Netherlands
NLD,1990,1.614,1.863,Netherlands
NLD,1991,1.61,1.83,Netherlands
NLD,1992,1.588,1.831,Netherlands
NLD,1993,1.573,1.809,Netherlands
NLD,1994,1.569,1.794,Netherlands
NLD,1995,1.534,1.785,Netherlands
NLD,1996,1.53,1.777,Netherlands
NLD,1997,1.564,1.769,Netherlands
NLD,1998,1.628,1.768,Netherlands
NLD,1999,1.656,1.756,Netherlands
NLD,2000,1.721,1.758,Netherlands
NLD,2001,1.712,1.753,Netherlands
NLD,2002,1.729,1.765,Netherlands
NLD,2003,1.742,1.768,Netherlands
NLD,2004,1.722,1.778,Netherlands
NLD,2005,1.706,1.782,Netherlands
NLD,2006,1.715,1.782,Netherlands
NLD,2007,1.714,1.8,Netherlands
NLD,2008,1.764,1.786,Netherlands
NLD,2009,1.783,1.792,Netherlands
NLD,2010,1.787,,Netherlands
NLD,2011,1.752,,Netherlands
NLD,2012,1.716,,Netherlands
NLD,2013,1.677,,Netherlands
NLD,2014,1.704,,Netherlands
NLD,2015,1.657,,Netherlands
NLD,2016,1.658,,Netherlands
NLD,2017,1.617,,Netherlands
NLD,2018,1.585,,Netherlands
NLD,2019,1.572,,Netherlands
NLD,2020,1.545,,Netherlands
NLD,2021,1.624,,Netherlands
NLD,2022,1.514,,Netherlands
NLD,2023,1.43,,Netherlands
NOR,1960,2.847,,Norway
NOR,1961,2.915,,Norway
NOR,1962,2.894,,Norway
NOR,1963,2.905,,Norway
NOR,1964,2.962,,Norway
NOR,1965,2.925,,Norway
NOR,1966,2.891,,Norway
NOR,1967,2.786,,Norway
NOR,1968,2.751,,Norway
NOR,1969,2.697,,Norway
NOR,1970,2.512,,Norway
NOR,1971,2.494,,Norway
NOR,1972,2.39,,Norway
NOR,1973,2.234,,Norway
NOR,1974,2.134,,Norway
NOR,1975,1.986,,Norway
NOR,1976,1.867,,Norway
NOR,1977,1.759,,Norway
NOR,1978,1.771,,Norway
NOR,1979,1.751,,Norway
NOR,1980,1.722,,Norway
NOR,1981,1.701,,Norway
NOR,1982,1.706,2.062,Norway
NOR,1983,1.656,2.041,Norway
NOR,1984,1.657,2.048,Norway
NOR,1985,1.675,2.051,Norway
NOR,1986,1.707,2.054,Norway
NOR,1987,1.744,2.062,Norway
NOR,1988,1.841,2.07,Norway
NOR,1989,1.887,2.08,Norway
NOR,1990,1.932,2.092,Norway
NOR,1991,1.92,2.088,Norway
NOR,1992,1.888,2.092,Norway
NOR,1993,1.865,2.084,Norway
NOR,1994,1.869,2.081,Norway
NOR,1995,1.873,2.074,Norway
NOR,1996,1.892,2.075,Norway
NOR,1997,1.86,2.071,Norway
NOR,1998,1.82,2.079,Norway
NOR,1999,1.849,2.067,Norway
NOR,2000,1.854,2.062,Norway
NOR,2001,1.788,2.047,Norway
NOR,2002,1.757,2.043,Norway
NOR,2003,1.798,2.04,Norway
NOR,2004,1.828,2.024,Norway
NOR,2005,1.835,2.02,Norway
NOR,2006,1.899,2.019,Norway
NOR,2007,1.897,2.011,Norway
NOR,2008,1.951,1.982,Norway
NOR,2009,1.974,1.967,Norway
NOR,2010,1.941,,Norway
NOR,2011,1.876,,Norway
NOR,2012,1.847,,Norway
NOR,2013,1.779,,Norway
NOR,2014,1.754,,Norway
NOR,2015,1.728,,Norway
NOR,2016,1.705,,Norway
NOR,2017,1.624,,Norway
NOR,2018,1.566,,Norway
NOR,2019,1.533,,Norway
NOR,2020,1.482,,Norway
NOR,2021,1.56,,Norway
NOR,2022,1.415,,Norway
NOR,2023,1.405,,Norway
POL,1960,3.004,,Poland
POL,1961,2.86,,Poland
POL,1962,2.744,,Poland
POL,1963,2.7,,Poland
POL,1964,2.603,,Poland
POL,1965,2.537,,Poland
POL,1966,2.447,,Poland
POL,1967,2.349,,Poland
POL,1968,2.296,,Poland
POL,1969,2.259,,Poland
POL,1970,2.254,,Poland
POL,1971,2.251,,Poland
POL,1972,2.238,,Poland
POL,1973,2.252,,Poland
POL,1974,2.265,,Poland
POL,1975,2.282,,Poland
POL,1976,2.313,,Poland
POL,1977,2.252,,Poland
POL,1978,2.232,,Poland
POL,1979,2.277,,Poland
POL,1980,2.277,,Poland
POL,1981,2.246,,Poland
POL,1982,2.34,,Poland
POL,1983,2.416,,Poland
POL,1984,2.377,,Poland
POL,1985,2.323,,Poland
POL,1986,2.218,2.181,Poland
POL,1987,2.157,2.197,Poland
POL,1988,2.142,2.203,Poland
POL,1989,2.098,2.212,Poland
POL,1990,2.065,2.17,Poland
POL,1991,2.067,2.145,Poland
POL,1992,1.956,2.109,Poland
POL,1993,1.87,2.072,Poland
POL,1994,1.801,2.05,Poland
POL,1995,1.634,2.03,Poland
POL,1996,1.587,2.001,Poland
POL,1997,1.516,1.967,Poland
POL,1998,1.439,1.916,Poland
POL,1999,1.377,1.891,Poland
POL,2000,1.366,1.818,Poland
POL,2001,1.315,1.768,Poland
POL,2002,1.252,1.709,Poland
POL,2003,1.225,1.672,Poland
POL,2004,1.228,1.641,Poland
POL,2005,1.244,1.599,Poland
POL,2006,1.269,1.573,Poland
POL,2007,1.311,1.544,Poland
POL,2008,1.386,1.515,Poland
POL,2009,1.402,1.48,Poland
POL,2010,1.407,,Poland
POL,2011,1.338,,Poland
POL,2012,1.329,,Poland
POL,2013,1.292,,Poland
POL,2014,1.317,,Poland
POL,2015,1.323,,Poland
POL,2016,1.389,,Poland
POL,2017,1.472,,Poland
POL,2018,1.443,,Poland
POL,2019,1.436,,Poland
POL,2020,1.384,,Poland
POL,2021,1.322,,Poland
POL,2022,1.261,,Poland
POL,2023,1.299,,Poland
PRT,1960,3.16,,Portugal
PRT,1961,3.205,,Portugal
PRT,1962,3.233,,Portugal
PRT,1963,3.135,,Portugal
PRT,1964,3.215,,Portugal
PRT,1965,3.159,2.876,Portugal
PRT,1966,3.164,2.864,Portugal
PRT,1967,3.157,2.847,Portugal
PRT,1968,3.123,2.856,Portugal
PRT,1969,3.114,2.801,Portugal
PRT,1970,3.008,2.663,Portugal
